1,38.89,22.22222222222222,38.888888888888886
2,47.83,21.73913043478261,30.434782608695652
3,45.83,25.0,29.166666666666668
4,45.83,25.0,29.166666666666668
5,48.0,24.0,28.0
6,51.85,22.22222222222222,25.925925925925927
7,51.85,22.22222222222222,25.925925925925927
8,50.0,25.0,25.0
9,53.33,23.333333333333332,23.333333333333332
10,51.43,25.714285714285715,22.857142857142858
11,52.27,20.454545454545453,27.272727272727273
12,49.15,22.033898305084747,28.8135593220339
13,45.31,26.5625,28.125
14,48.53,25.0,26.470588235294116
15,41.67,26.666666666666668,31.666666666666668
16,43.33,25.0,31.666666666666668
17,41.67,30.0,28.333333333333332
18,43.33,30.0,26.666666666666668
19,43.33,30.0,26.666666666666668
20,43.33,30.0,26.666666666666668
21,43.33,30.0,26.666666666666668
22,43.33,30.0,26.666666666666668
23,43.33,30.0,26.666666666666668
24,43.33,30.0,26.666666666666668
25,45.0,28.333333333333332,26.666666666666668
26,44.26,27.868852459016395,27.868852459016395
27,42.19,26.5625,31.25
28,41.54,26.153846153846153,32.30769230769231
29,40.0,27.142857142857142,32.857142857142854
30,40.85,28.169014084507044,30.985915492957748
31,40.85,28.169014084507044,30.985915492957748
32,40.85,28.169014084507044,30.985915492957748
33,36.36,29.09090909090909,34.54545454545455
34,38.98,28.8135593220339,32.20338983050848
35,40.98,27.868852459016395,31.147540983606557
36,40.98,27.868852459016395,31.147540983606557
37,42.62,27.868852459016395,29.508196721311474
38,42.62,27.868852459016395,29.508196721311474
39,42.62,27.868852459016395,29.508196721311474
40,42.37,30.508474576271187,27.11864406779661
41,40.91,28.78787878787879,30.303030303030305
42,44.12,26.470588235294116,29.41176470588235
43,42.86,25.714285714285715,31.428571428571427
44,42.86,25.714285714285715,31.428571428571427
45,42.86,25.714285714285715,31.428571428571427
46,41.1,26.027397260273972,32.87671232876713
47,40.54,27.027027027027028,32.432432432432435
48,40.54,27.027027027027028,32.432432432432435
49,40.54,27.027027027027028,32.432432432432435
